,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary
7794,28,management,single,tertiary,no,0,yes,no,30,may,3.73,4,-1,0,unknown,no,0
7795,36,technician,single,secondary,no,4136,yes,no,30,may,13.53,3,-1,0,unknown,yes,1
7796,31,management,single,tertiary,no,453,yes,no,30,may,0.97,3,-1,0,unknown,no,0
7797,49,self-employed,married,secondary,no,2061,yes,yes,30,may,2.28,3,-1,0,unknown,no,0
7798,43,management,married,tertiary,no,19,yes,no,30,may,2.1,2,-1,0,unknown,no,0
7799,53,management,married,tertiary,no,1144,yes,no,30,may,2.37,2,-1,0,unknown,no,0
7800,35,blue-collar,single,secondary,no,-257,yes,no,30,may,5.2,7,-1,0,unknown,no,0
7801,31,technician,divorced,secondary,no,342,yes,no,30,may,0.57,2,-1,0,unknown,no,0
7803,41,services,married,primary,no,373,yes,no,30,may,4.0,2,-1,0,unknown,no,0
7804,56,management,married,tertiary,no,-45,yes,no,30,may,1.93,6,-1,0,unknown,no,0
7805,37,technician,married,secondary,no,1120,yes,no,30,may,1.72,5,-1,0,unknown,no,0
7806,37,technician,married,secondary,no,-403,yes,no,30,may,0.52,6,-1,0,unknown,no,0
7807,31,blue-collar,single,secondary,no,-219,yes,no,30,may,1.1,2,-1,0,unknown,no,0
7808,51,retired,married,primary,no,752,yes,no,30,may,3.57,2,-1,0,unknown,no,0
7810,53,services,married,secondary,no,2719,yes,no,30,may,1.33,2,-1,0,unknown,no,0
7811,53,blue-collar,divorced,primary,no,2656,yes,no,30,may,33.0,2,-1,0,unknown,yes,1
7812,45,technician,married,secondary,no,2124,yes,no,30,may,1.4,3,-1,0,unknown,no,0
7813,36,management,single,tertiary,no,2806,yes,no,30,may,5.97,4,-1,0,unknown,no,0
7814,53,technician,single,secondary,no,198,yes,yes,30,may,8.68,2,-1,0,unknown,no,0
7815,32,admin.,married,secondary,no,305,yes,no,30,may,3.33,3,-1,0,unknown,no,0
7816,41,technician,married,secondary,no,2990,yes,no,30,may,1.03,3,-1,0,unknown,no,0
7817,36,unemployed,single,tertiary,no,1316,yes,no,30,may,4.42,2,-1,0,unknown,no,0
7818,36,management,single,tertiary,no,548,yes,yes,30,may,10.3,3,-1,0,unknown,no,0
7819,27,services,single,secondary,no,2153,yes,no,30,may,4.27,6,-1,0,unknown,no,0
7820,36,admin.,married,secondary,no,1954,yes,yes,30,may,3.32,3,-1,0,unknown,no,0
7821,32,technician,single,secondary,no,562,yes,no,30,may,12.03,3,-1,0,unknown,yes,1
7823,51,entrepreneur,married,secondary,no,0,no,no,30,may,8.5,3,-1,0,unknown,no,0
7824,38,management,single,tertiary,no,126,yes,no,30,may,5.92,2,-1,0,unknown,no,0
7825,27,blue-collar,married,primary,no,106,yes,no,30,may,2.5,5,-1,0,unknown,no,0
7826,41,management,divorced,secondary,no,2666,yes,no,30,may,2.83,2,-1,0,unknown,no,0
7827,49,blue-collar,married,secondary,no,366,yes,yes,30,may,3.18,3,-1,0,unknown,no,0
7828,38,blue-collar,married,primary,no,580,yes,no,30,may,9.53,6,-1,0,unknown,no,0
7829,44,technician,married,secondary,no,0,yes,no,30,may,4.05,3,-1,0,unknown,no,0
7830,36,blue-collar,married,secondary,no,429,yes,no,30,may,2.33,2,-1,0,unknown,no,0
7831,55,technician,married,secondary,no,2760,yes,no,30,may,4.45,14,-1,0,unknown,no,0
7832,47,technician,married,secondary,no,1387,yes,no,30,may,3.65,4,-1,0,unknown,no,0
7833,48,blue-collar,married,secondary,no,1841,yes,no,30,may,3.6,3,-1,0,unknown,no,0
7834,27,technician,single,secondary,no,430,yes,yes,30,may,1.3,3,-1,0,unknown,no,0
7835,43,entrepreneur,married,primary,no,0,yes,no,30,may,3.7,9,-1,0,unknown,no,0
7836,40,management,single,tertiary,no,402,yes,no,30,may,4.05,3,-1,0,unknown,no,0
7838,44,technician,divorced,secondary,no,752,yes,no,30,may,6.05,3,-1,0,unknown,no,0
7839,26,technician,single,secondary,no,174,yes,no,30,may,1.12,2,-1,0,unknown,no,0
7840,25,blue-collar,single,secondary,no,352,yes,no,30,may,2.6,5,-1,0,unknown,no,0
7841,55,admin.,married,secondary,no,420,yes,no,30,may,0.68,3,-1,0,unknown,no,0
7842,38,management,married,tertiary,no,49,no,no,30,may,1.8,3,-1,0,unknown,no,0
7843,38,services,married,secondary,no,-762,yes,yes,30,may,6.8,2,-1,0,unknown,no,0
7844,37,blue-collar,married,primary,no,461,yes,no,30,may,4.53,2,-1,0,unknown,no,0
7845,30,blue-collar,married,secondary,no,119,yes,no,30,may,4.68,2,-1,0,unknown,no,0
7846,44,blue-collar,married,primary,no,314,yes,no,30,may,12.37,2,-1,0,unknown,no,0
7847,35,management,single,tertiary,no,687,yes,no,30,may,2.77,2,-1,0,unknown,no,0
7848,40,blue-collar,married,secondary,no,0,yes,no,30,may,6.27,3,-1,0,unknown,no,0
7849,30,services,married,secondary,yes,-849,yes,no,30,may,2.3,2,-1,0,unknown,no,0
7850,23,services,single,tertiary,no,363,yes,no,30,may,0.27,18,-1,0,unknown,no,0
7851,46,management,single,tertiary,no,2904,yes,no,30,may,16.4,2,-1,0,unknown,yes,1
7852,32,blue-collar,married,secondary,no,1484,yes,no,30,may,6.05,7,-1,0,unknown,no,0
7853,38,blue-collar,married,secondary,no,602,yes,no,30,may,2.68,12,-1,0,unknown,no,0
7854,44,technician,married,secondary,no,596,yes,no,30,may,0.47,3,-1,0,unknown,no,0
7855,33,technician,single,secondary,no,268,yes,no,30,may,4.58,9,-1,0,unknown,no,0
7856,46,entrepreneur,married,secondary,no,1375,yes,no,30,may,2.83,7,-1,0,unknown,no,0
7857,32,management,single,tertiary,no,127,yes,no,30,may,1.1,3,-1,0,unknown,no,0
7858,58,blue-collar,married,secondary,no,1025,yes,no,30,may,3.32,3,-1,0,unknown,no,0
7859,35,blue-collar,married,secondary,no,674,yes,no,30,may,4.57,2,-1,0,unknown,no,0
7860,50,admin.,single,secondary,no,692,yes,no,30,may,2.27,8,-1,0,unknown,no,0
7861,32,blue-collar,single,secondary,no,1036,yes,yes,30,may,1.03,2,-1,0,unknown,no,0
7862,40,technician,divorced,secondary,no,692,yes,no,30,may,0.97,3,-1,0,unknown,no,0
7863,30,technician,married,secondary,no,1,yes,no,30,may,3.15,5,-1,0,unknown,no,0
7864,31,management,single,tertiary,yes,-365,yes,no,30,may,5.32,6,-1,0,unknown,no,0
7866,26,management,single,tertiary,no,1004,yes,no,30,may,3.8,2,-1,0,unknown,yes,1
7867,36,technician,divorced,secondary,no,1285,no,no,30,may,3.83,2,-1,0,unknown,no,0
7868,35,blue-collar,married,primary,no,2708,yes,no,30,may,2.97,2,-1,0,unknown,no,0
7869,50,self-employed,married,secondary,no,-465,yes,no,30,may,0.7,11,-1,0,unknown,no,0
7870,41,admin.,married,secondary,no,8238,yes,yes,30,may,2.07,4,-1,0,unknown,no,0
7871,58,management,married,primary,no,320,yes,no,30,may,2.85,2,-1,0,unknown,no,0
7872,55,technician,married,secondary,no,0,yes,no,30,may,1.98,2,-1,0,unknown,no,0
7873,35,technician,single,secondary,no,1,no,no,30,may,1.1,4,-1,0,unknown,no,0
7874,27,services,married,secondary,no,271,yes,no,30,may,2.17,2,-1,0,unknown,no,0
7875,40,admin.,married,secondary,no,1538,yes,no,30,may,6.5,2,-1,0,unknown,no,0
7876,31,housemaid,married,secondary,no,1,yes,no,30,may,1.68,16,-1,0,unknown,no,0
7878,51,retired,divorced,secondary,no,343,yes,no,30,may,1.3,2,-1,0,unknown,no,0
7879,52,blue-collar,married,primary,no,2439,yes,no,30,may,3.53,3,-1,0,unknown,no,0
7880,44,admin.,single,secondary,no,946,yes,no,30,may,3.02,4,-1,0,unknown,no,0
7881,27,management,single,tertiary,no,2061,yes,no,30,may,1.2,3,-1,0,unknown,no,0
7882,45,entrepreneur,married,secondary,no,404,yes,no,30,may,6.5,2,-1,0,unknown,no,0
7883,54,blue-collar,married,primary,no,-636,yes,no,30,may,5.4,3,-1,0,unknown,no,0
7884,23,blue-collar,single,secondary,no,1690,yes,yes,30,may,2.72,3,-1,0,unknown,no,0
7885,59,admin.,married,primary,no,2532,yes,no,30,may,1.83,6,-1,0,unknown,no,0
7886,41,technician,single,secondary,no,568,yes,no,30,may,1.2,2,-1,0,unknown,no,0
7887,40,management,married,primary,no,472,yes,no,30,may,1.42,2,-1,0,unknown,no,0
7888,36,blue-collar,married,secondary,no,0,yes,no,30,may,0.9,4,-1,0,unknown,no,0
7889,42,technician,single,secondary,no,1037,yes,no,30,may,3.85,2,-1,0,unknown,no,0
7890,37,blue-collar,married,primary,no,157,yes,no,30,may,13.88,8,-1,0,unknown,no,0
7891,42,blue-collar,married,secondary,no,1958,yes,no,30,may,2.07,3,-1,0,unknown,no,0
7892,40,blue-collar,married,primary,no,3693,yes,no,30,may,0.95,10,-1,0,unknown,no,0
7893,42,technician,divorced,secondary,no,0,yes,no,30,may,1.92,6,-1,0,unknown,no,0
7894,32,blue-collar,married,secondary,no,501,yes,yes,30,may,0.72,5,-1,0,unknown,no,0
7895,23,blue-collar,single,secondary,no,5145,yes,no,30,may,3.82,3,-1,0,unknown,no,0
7896,31,technician,single,secondary,no,1771,yes,no,30,may,1.35,2,-1,0,unknown,no,0
7897,43,services,married,secondary,no,192,yes,yes,30,may,4.55,2,-1,0,unknown,no,0
7898,31,blue-collar,married,primary,no,292,yes,yes,30,may,0.5,18,-1,0,unknown,no,0
7899,29,services,single,secondary,no,193,yes,no,30,may,4.8,2,-1,0,unknown,no,0
7900,51,blue-collar,divorced,secondary,no,1069,yes,no,30,may,4.12,2,-1,0,unknown,no,0
7901,25,blue-collar,single,primary,no,155,yes,no,30,may,1.42,4,-1,0,unknown,no,0
7902,39,services,single,secondary,no,-189,yes,no,30,may,1.27,9,-1,0,unknown,no,0
7904,38,technician,single,secondary,no,-143,yes,no,30,may,7.13,7,-1,0,unknown,no,0
7905,37,self-employed,married,secondary,no,2260,yes,no,30,may,6.17,3,-1,0,unknown,no,0
7906,40,management,married,tertiary,no,211,yes,no,30,may,2.28,3,-1,0,unknown,no,0
7907,46,blue-collar,single,secondary,no,324,yes,no,30,may,4.88,6,-1,0,unknown,no,0
7908,38,unemployed,divorced,secondary,no,0,yes,no,30,may,4.68,4,-1,0,unknown,no,0
7909,56,admin.,married,secondary,no,346,yes,yes,30,may,0.77,3,-1,0,unknown,no,0
7910,55,admin.,married,secondary,no,139,yes,no,30,may,0.43,25,-1,0,unknown,no,0
7911,40,blue-collar,married,primary,no,303,no,no,30,may,1.73,6,-1,0,unknown,no,0
7912,51,management,single,tertiary,no,0,yes,no,30,may,2.73,2,-1,0,unknown,no,0
7913,33,management,divorced,tertiary,no,-1027,yes,no,30,may,3.42,6,-1,0,unknown,no,0
7914,45,technician,single,secondary,no,410,yes,no,30,may,14.85,4,-1,0,unknown,yes,1
7915,55,technician,divorced,tertiary,no,264,yes,no,30,may,0.57,2,-1,0,unknown,no,0
7916,31,unemployed,divorced,primary,no,0,yes,no,30,may,12.42,12,-1,0,unknown,yes,1
7917,42,blue-collar,married,secondary,no,1307,yes,no,30,may,2.25,3,-1,0,unknown,no,0
7919,35,blue-collar,married,primary,no,3587,yes,no,30,may,2.47,4,-1,0,unknown,no,0
7920,32,self-employed,married,secondary,no,1942,yes,no,30,may,1.4,9,-1,0,unknown,no,0
7921,27,blue-collar,single,secondary,no,5563,yes,no,30,may,7.25,2,-1,0,unknown,no,0
7922,29,management,single,tertiary,no,0,yes,no,30,may,8.98,12,-1,0,unknown,yes,1
7923,31,blue-collar,married,secondary,no,1533,yes,no,30,may,0.48,4,-1,0,unknown,no,0
7924,36,blue-collar,married,secondary,no,71,yes,no,30,may,8.5,5,-1,0,unknown,no,0
7925,22,blue-collar,single,secondary,no,-189,yes,no,30,may,0.98,3,-1,0,unknown,no,0
7926,53,entrepreneur,single,secondary,no,62,yes,no,30,may,17.4,5,-1,0,unknown,yes,1
7927,37,admin.,married,secondary,no,-47,yes,no,30,may,2.03,4,-1,0,unknown,no,0
7928,52,technician,divorced,secondary,no,137,yes,no,30,may,1.4,3,-1,0,unknown,no,0
7929,52,management,divorced,tertiary,no,12,yes,no,30,may,0.55,5,-1,0,unknown,no,0
7930,49,services,married,secondary,no,486,yes,yes,30,may,0.72,2,-1,0,unknown,no,0
7931,35,technician,single,secondary,no,1609,yes,no,30,may,4.8,3,-1,0,unknown,no,0
7932,27,blue-collar,single,primary,no,-79,yes,no,30,may,6.42,5,-1,0,unknown,no,0
7933,48,management,married,tertiary,no,7867,yes,yes,30,may,5.1,3,-1,0,unknown,no,0
7934,39,blue-collar,married,secondary,no,123,yes,no,30,may,1.35,3,-1,0,unknown,no,0
7935,32,admin.,married,secondary,no,-540,yes,yes,30,may,0.88,7,-1,0,unknown,no,0
7936,51,blue-collar,married,primary,no,610,yes,yes,30,may,7.27,3,-1,0,unknown,no,0
7937,47,blue-collar,married,primary,no,1092,no,yes,30,may,0.68,8,-1,0,unknown,no,0
7938,59,management,single,tertiary,no,266,yes,no,30,may,2.45,2,-1,0,unknown,no,0
7939,41,blue-collar,married,primary,no,0,yes,no,30,may,3.87,3,-1,0,unknown,no,0
7940,50,blue-collar,married,secondary,no,2641,yes,no,30,may,1.62,3,-1,0,unknown,no,0
7941,55,management,married,tertiary,no,1267,yes,no,30,may,1.37,2,-1,0,unknown,no,0
7942,26,housemaid,single,secondary,no,229,yes,no,30,may,1.0,16,-1,0,unknown,no,0
7943,53,blue-collar,married,secondary,no,1103,yes,yes,30,may,2.72,4,-1,0,unknown,no,0
7944,36,management,married,tertiary,no,2609,yes,no,30,may,2.35,9,-1,0,unknown,no,0
7945,54,blue-collar,married,secondary,no,3782,yes,no,30,may,3.52,4,-1,0,unknown,no,0
7946,39,management,married,tertiary,no,568,yes,yes,30,may,3.43,3,-1,0,unknown,no,0
7947,40,blue-collar,married,primary,no,68,yes,no,30,may,2.83,19,-1,0,unknown,no,0
7948,36,management,married,secondary,no,80,yes,no,30,may,4.18,3,-1,0,unknown,no,0
7949,32,admin.,divorced,secondary,no,-417,no,no,30,may,0.42,5,-1,0,unknown,no,0
7950,37,technician,single,secondary,no,2544,yes,no,30,may,2.0,3,-1,0,unknown,no,0
7951,54,blue-collar,married,secondary,no,5210,yes,yes,30,may,2.05,4,-1,0,unknown,no,0
7952,34,blue-collar,married,primary,no,905,yes,no,30,may,0.47,8,-1,0,unknown,no,0
7953,27,blue-collar,married,primary,no,416,yes,no,30,may,19.88,2,-1,0,unknown,yes,1
7954,35,blue-collar,single,tertiary,no,573,no,no,30,may,1.93,3,-1,0,unknown,no,0
7955,37,admin.,divorced,secondary,no,0,yes,no,30,may,2.12,5,-1,0,unknown,no,0
7956,41,blue-collar,single,secondary,no,304,yes,no,30,may,6.58,2,-1,0,unknown,no,0
7957,38,self-employed,married,secondary,no,-10,no,no,2,jun,2.28,7,-1,0,unknown,no,0
7958,49,technician,married,secondary,no,6312,yes,no,2,jun,1.55,2,-1,0,unknown,no,0
7959,59,management,married,primary,no,396,yes,no,2,jun,1.2,3,-1,0,unknown,no,0
7960,44,services,married,secondary,no,26,yes,no,2,jun,1.98,9,-1,0,unknown,no,0
7961,37,management,married,tertiary,no,34,yes,no,2,jun,1.67,2,-1,0,unknown,no,0
7962,34,blue-collar,married,primary,no,147,yes,no,2,jun,1.33,3,-1,0,unknown,no,0
7963,58,retired,married,secondary,no,25,yes,no,2,jun,2.2,2,-1,0,unknown,no,0
7964,39,blue-collar,married,secondary,no,280,yes,no,2,jun,2.45,3,-1,0,unknown,no,0
7965,40,technician,married,secondary,no,335,yes,no,2,jun,2.33,3,-1,0,unknown,no,0
7966,33,technician,single,secondary,no,1994,yes,no,2,jun,0.95,9,-1,0,unknown,no,0
7967,43,admin.,divorced,secondary,no,777,yes,no,2,jun,2.17,2,-1,0,unknown,no,0
7968,43,entrepreneur,married,secondary,no,641,yes,yes,2,jun,4.18,4,-1,0,unknown,no,0
7969,36,management,single,tertiary,yes,-559,yes,no,2,jun,1.18,2,-1,0,unknown,no,0
7970,31,admin.,single,secondary,no,17,yes,no,2,jun,0.87,3,-1,0,unknown,no,0
7971,41,services,married,secondary,no,-141,yes,yes,2,jun,4.05,3,-1,0,unknown,no,0
7972,47,services,married,primary,no,1095,no,yes,2,jun,5.95,2,-1,0,unknown,no,0
7973,39,management,married,tertiary,no,177,yes,yes,2,jun,4.05,4,-1,0,unknown,no,0
7974,56,blue-collar,married,primary,no,186,yes,no,2,jun,1.8,4,-1,0,unknown,no,0
7975,50,management,married,tertiary,no,332,yes,no,2,jun,1.13,4,-1,0,unknown,no,0
7976,42,admin.,single,tertiary,no,519,yes,no,2,jun,2.5,3,-1,0,unknown,no,0
7977,48,services,married,primary,yes,-583,yes,no,2,jun,0.42,7,-1,0,unknown,no,0
7978,29,technician,married,secondary,no,1097,yes,no,2,jun,1.5,3,-1,0,unknown,no,0
7979,37,blue-collar,married,primary,no,89,yes,no,2,jun,0.85,4,-1,0,unknown,no,0
7980,31,technician,single,tertiary,no,-167,yes,no,2,jun,0.68,5,-1,0,unknown,no,0
7981,50,blue-collar,divorced,secondary,no,571,yes,no,2,jun,1.47,4,-1,0,unknown,no,0
7982,36,management,married,tertiary,no,596,yes,no,2,jun,6.2,2,-1,0,unknown,no,0
7983,27,blue-collar,single,secondary,no,535,yes,no,2,jun,6.0,2,-1,0,unknown,no,0
7984,55,technician,single,secondary,no,3339,yes,no,2,jun,1.05,1,-1,0,unknown,no,0
7985,39,management,divorced,tertiary,no,2193,yes,yes,2,jun,9.17,3,-1,0,unknown,no,0
7986,48,admin.,divorced,secondary,no,771,yes,no,2,jun,2.22,1,-1,0,unknown,no,0
7987,49,technician,divorced,secondary,yes,-757,yes,yes,2,jun,1.13,1,-1,0,unknown,no,0
7988,30,management,single,secondary,no,308,yes,yes,2,jun,2.92,2,-1,0,unknown,no,0
7989,53,blue-collar,married,primary,no,256,yes,no,2,jun,3.37,1,-1,0,unknown,no,0
7990,31,technician,single,tertiary,no,3729,yes,no,2,jun,3.2,8,-1,0,unknown,no,0
7992,43,management,single,secondary,no,1029,yes,no,2,jun,2.42,1,-1,0,unknown,no,0
7993,48,blue-collar,divorced,primary,no,323,no,no,2,jun,3.83,2,-1,0,unknown,no,0
7994,44,entrepreneur,married,tertiary,no,307,yes,no,2,jun,5.63,2,-1,0,unknown,no,0
7995,39,technician,married,secondary,no,1965,yes,no,2,jun,1.08,1,-1,0,unknown,no,0
7996,29,entrepreneur,married,secondary,no,291,yes,no,2,jun,3.42,3,-1,0,unknown,no,0
7997,46,blue-collar,married,primary,no,938,yes,no,2,jun,1.53,2,-1,0,unknown,no,0
7998,39,management,married,tertiary,no,756,yes,no,2,jun,4.47,1,-1,0,unknown,no,0
7999,53,blue-collar,married,primary,no,1942,yes,no,2,jun,3.08,2,-1,0,unknown,no,0
8000,40,admin.,single,secondary,no,2378,yes,no,2,jun,1.08,1,-1,0,unknown,no,0
8001,52,blue-collar,married,secondary,no,0,no,no,2,jun,2.72,1,-1,0,unknown,no,0
8002,48,management,divorced,tertiary,no,5041,yes,no,2,jun,6.03,1,-1,0,unknown,no,0
8003,50,management,married,secondary,no,628,no,yes,2,jun,6.12,3,-1,0,unknown,no,0
8004,49,self-employed,married,secondary,no,294,yes,no,2,jun,3.83,3,-1,0,unknown,no,0
8005,34,blue-collar,married,secondary,no,516,yes,yes,2,jun,0.43,1,-1,0,unknown,no,0
8006,33,technician,single,secondary,no,-244,yes,no,2,jun,1.05,2,-1,0,unknown,no,0
8007,39,management,married,tertiary,no,22,yes,no,2,jun,8.22,1,-1,0,unknown,no,0
8009,40,blue-collar,married,primary,no,540,yes,no,2,jun,0.35,1,-1,0,unknown,no,0
8010,38,technician,single,secondary,no,615,yes,no,2,jun,3.58,1,-1,0,unknown,no,0
8011,24,management,single,secondary,no,86,no,no,2,jun,17.92,2,-1,0,unknown,no,0
8012,39,blue-collar,single,secondary,no,4143,yes,yes,2,jun,0.35,1,-1,0,unknown,no,0
8013,32,blue-collar,married,secondary,no,14,yes,no,2,jun,2.85,1,-1,0,unknown,no,0
8014,39,management,married,tertiary,no,2763,yes,no,2,jun,8.77,2,-1,0,unknown,yes,1
8015,31,blue-collar,married,secondary,no,0,yes,no,2,jun,4.08,1,-1,0,unknown,no,0
8016,34,admin.,married,primary,no,239,yes,no,2,jun,1.78,2,-1,0,unknown,no,0
8017,36,services,married,secondary,no,2984,yes,no,2,jun,6.57,1,-1,0,unknown,yes,1
8018,46,blue-collar,married,secondary,no,3696,yes,no,2,jun,2.68,2,-1,0,unknown,no,0
8019,59,retired,divorced,tertiary,no,4,yes,no,2,jun,8.62,2,-1,0,unknown,no,0
8020,32,management,single,secondary,no,249,yes,no,2,jun,4.3,1,-1,0,unknown,no,0
8021,41,blue-collar,married,primary,no,143,yes,yes,2,jun,10.98,2,-1,0,unknown,yes,1
8022,31,blue-collar,married,secondary,no,191,yes,no,2,jun,0.67,1,-1,0,unknown,no,0
8023,31,blue-collar,married,secondary,no,1358,yes,no,2,jun,8.78,1,-1,0,unknown,no,0
8025,38,blue-collar,single,secondary,no,4,yes,no,2,jun,2.15,1,-1,0,unknown,no,0
8026,36,self-employed,single,tertiary,no,3560,no,no,2,jun,6.82,2,-1,0,unknown,no,0
8027,45,technician,divorced,secondary,no,1309,yes,no,2,jun,2.4,2,-1,0,unknown,no,0
8028,35,admin.,married,secondary,no,-488,yes,no,2,jun,1.62,4,-1,0,unknown,no,0
8029,35,services,divorced,secondary,no,440,yes,no,2,jun,1.68,1,-1,0,unknown,no,0
8030,44,services,married,secondary,no,808,yes,no,2,jun,1.12,2,-1,0,unknown,no,0
8031,39,admin.,single,secondary,no,2854,yes,no,2,jun,1.07,1,-1,0,unknown,no,0
8032,36,blue-collar,married,primary,no,1244,yes,no,2,jun,2.38,1,-1,0,unknown,no,0
8033,34,technician,married,tertiary,no,691,yes,yes,2,jun,1.17,1,-1,0,unknown,no,0
8034,36,services,married,primary,no,0,yes,no,2,jun,17.27,1,-1,0,unknown,yes,1
8035,38,entrepreneur,married,secondary,no,3249,yes,no,2,jun,6.4,1,-1,0,unknown,no,0
8036,45,services,married,secondary,no,759,yes,no,2,jun,2.87,2,-1,0,unknown,no,0
8037,29,management,single,tertiary,no,144,yes,no,2,jun,1.75,3,-1,0,unknown,no,0
8038,39,services,divorced,secondary,no,892,yes,no,2,jun,0.43,1,-1,0,unknown,no,0
8039,32,services,married,secondary,no,109,yes,no,2,jun,6.07,13,-1,0,unknown,no,0
8040,35,housemaid,single,tertiary,no,608,yes,yes,2,jun,3.78,1,-1,0,unknown,no,0
8041,51,admin.,married,secondary,no,1415,yes,no,2,jun,2.52,3,-1,0,unknown,no,0
8042,35,blue-collar,married,secondary,no,314,yes,no,2,jun,7.73,1,-1,0,unknown,no,0
8043,57,retired,married,primary,yes,-1480,yes,no,2,jun,5.32,5,-1,0,unknown,no,0
8044,32,technician,married,secondary,no,0,no,no,2,jun,1.13,21,-1,0,unknown,no,0
8045,34,admin.,married,secondary,no,3487,yes,no,2,jun,7.73,1,-1,0,unknown,no,0
8046,32,entrepreneur,married,primary,no,56,no,no,2,jun,6.48,1,-1,0,unknown,no,0
8047,33,technician,single,secondary,no,374,yes,yes,2,jun,3.08,1,-1,0,unknown,no,0
8048,38,blue-collar,married,primary,no,451,yes,no,2,jun,2.13,3,-1,0,unknown,no,0
8049,37,services,married,secondary,no,741,yes,no,2,jun,1.47,2,-1,0,unknown,no,0
8050,31,unemployed,single,secondary,no,8,yes,no,2,jun,2.05,1,-1,0,unknown,no,0
8051,55,retired,married,secondary,no,3948,no,no,2,jun,4.43,2,-1,0,unknown,no,0
8052,33,blue-collar,single,secondary,no,231,yes,no,2,jun,7.77,1,-1,0,unknown,no,0
8053,31,blue-collar,single,primary,no,859,yes,no,2,jun,1.33,1,-1,0,unknown,no,0
8054,39,blue-collar,married,primary,no,1802,yes,no,2,jun,8.17,1,-1,0,unknown,no,0
8055,31,blue-collar,married,primary,no,298,yes,yes,2,jun,3.87,1,-1,0,unknown,no,0
8056,42,technician,married,secondary,no,3472,yes,no,2,jun,1.02,2,-1,0,unknown,no,0
8057,28,admin.,single,secondary,no,1076,yes,no,2,jun,8.95,5,-1,0,unknown,no,0
8058,30,management,married,tertiary,no,732,yes,no,2,jun,3.85,1,-1,0,unknown,no,0
8059,33,management,divorced,secondary,no,1897,yes,yes,2,jun,3.28,1,-1,0,unknown,no,0
8060,50,blue-collar,married,secondary,no,1985,yes,no,2,jun,7.73,2,-1,0,unknown,no,0
8061,36,blue-collar,married,primary,no,1861,yes,no,2,jun,4.68,1,-1,0,unknown,no,0
